,t2m,stl1,stl2,ssr,tp,swvl1,swvl2
2010-03-01,275.2738884922606,275.6720158649535,275.29115394848924,9545686.642146658,0.0012004022092573395,0.37385277522874816,0.37520921013323066
2010-04-01,282.96455427341004,283.29516261405763,282.58258545496096,14627161.19565255,0.0013037075242517899,0.33852032397341797,0.3382377328477784
2010-05-01,290.6697860334692,290.68854292503966,289.52080675292234,16613080.396517994,0.0031254814767123504,0.3060156936060686,0.2972085540659004
2010-06-01,296.73202987558665,297.09227890858904,295.66707029802717,20529866.416475076,0.0006551063850267692,0.21999159068028848,0.2414671839862038
2010-07-01,299.56328720670615,300.52107423900185,299.18222031013875,19604285.432317443,0.0013142205931236314,0.2073271416689361,0.19364777566177444
2010-08-01,300.29735486390655,301.9868623561305,301.2066623637413,19012797.913528223,0.00016396474760994553,0.15515702618896707,0.16604463972562344
2010-09-01,291.92384580916007,293.63907866449296,294.01954225422423,12953694.351157464,0.0013062449030232669,0.18564679286734556,0.16990181370812504
2010-10-01,281.0403822805077,282.4508267999125,283.7169119232786,6434197.330555794,0.0017424224482739887,0.3095382644876284,0.2671266374213574
2011-03-01,273.36362796295964,273.5800202083706,273.02414092407145,9678520.961474143,0.0007651597222713553,0.36182126395309033,0.35465446378998466
2011-04-01,281.39941529403575,281.11457748418985,280.13400077950075,13829027.136095513,0.0016050446561009224,0.3456860174433574,0.3489488593657576
2011-05-01,290.0265862364935,289.9494372591156,288.67003048284164,17444481.86830132,0.001600762300688445,0.3010253217962052,0.30279500131593895
2011-06-01,294.90553515424256,295.6664244103123,294.4573188082104,18939644.06206096,0.0031095947490484437,0.23572285689063996,0.212832396672393
2011-07-01,298.6957566030121,299.09305143518895,297.73062971377914,19699280.595276847,0.0010456934758660105,0.2370353706236094,0.2407598926369178
2011-08-01,295.68721523862047,297.2882803559033,296.906217876603,16632956.89996199,0.0008886071147222636,0.1936616477310668,0.1804453127436133
2011-09-01,290.174442379254,291.6527498057656,292.0767563067572,12711363.040754478,0.0009667988202022594,0.20879934590761637,0.19177060796562814
2011-10-01,282.7975754553461,284.0483133174663,284.9639184286483,6349103.504480277,0.0022469214695717893,0.2940092625713041,0.26157163037879566
2012-03-01,272.5291471626982,273.5335297973637,273.22552451680946,7303249.2278524395,0.001402166727104251,0.37870425286673587,0.3688137362286127
2012-04-01,286.22197297736574,285.5632171407529,284.1166638792724,15326387.062902734,0.001804032060498841,0.3561218624293233,0.3619266562447365
2012-05-01,292.84465853831364,293.13845526042377,291.9217334914076,18523269.2864726,0.0017583512891342521,0.23160886895759525,0.24304859361670117
2012-06-01,296.0614555606699,296.875645245165,295.5565968664885,20700637.394130994,0.001052726106334583,0.23160956363214116,0.22946797354214601
2012-07-01,298.51349952453614,299.87740775470155,298.6084725284749,20401281.293743946,0.000871068886854099,0.18768284532600632,0.17593949406417422
2012-08-01,297.421605057612,299.4089680727609,298.98806678856704,16567158.378523417,0.0010643339786489678,0.18288622638510976,0.16652260970802626
2012-09-01,291.4773514407663,293.0173481114853,293.1321837947112,13839290.957315696,0.00038795743085429075,0.19198994912010126,0.1773396474099419
2012-10-01,286.48471601784007,287.56256797744766,288.3706533680047,8211284.074223832,0.0007140694971176974,0.20908300116165282,0.1762743199814465
2013-03-01,275.89904678131325,276.4863162209613,276.52962242259474,8061776.716146525,0.002116607514524195,0.36809081095316915,0.36103567586088914
2013-04-01,284.35410803153997,284.39216036039926,283.44675011737314,15333773.80895307,0.0007728034359014437,0.3228738438861212,0.33373872920056097
2013-05-01,293.92561883263215,294.46751762793804,292.9430433543923,20340520.75872954,0.0007557929209950603,0.199964771144715,0.21381380994426413
2013-06-01,296.322830376319,297.5236081967198,296.2338591367738,19398770.447953723,0.001061376114736293,0.19296436182270021,0.18097956551484728
2013-07-01,296.979606362184,298.9053924102497,298.17537855685487,18601422.40758561,0.0010320180094449197,0.18286170944273702,0.17707003828550893
2013-08-01,297.0844953385022,298.8349588275147,298.1773920775461,16963013.34752202,0.0007593360076243394,0.17987358337109255,0.1694931273128119
2013-09-01,287.68910334869946,289.3463064285945,290.24624123399445,10367338.046784649,0.0026367133894714062,0.2872630170345015,0.21775840756578
2013-10-01,281.93806650054245,282.7572615444159,283.4055799595068,5825672.043787043,0.002683160293246826,0.35683211534516573,0.3427205258052827
2014-03-01,277.96982507512035,278.0146981869611,277.57294018140954,11909362.960775966,0.001109861888355384,0.34920131676444355,0.3468335054314003
2014-04-01,283.0349897466074,283.18617597665167,282.4511748978734,14917814.285530971,0.001680270064915798,0.3269492610716427,0.3193438990947774
2014-05-01,292.3833250967597,292.3468171816066,291.030395193791,18315560.77474137,0.002289835699273395,0.28995347715156417,0.28364235894667567
2014-06-01,293.4926927137638,294.09004295045395,293.39917085677695,18417959.927059803,0.0025415542742744527,0.27097369439021984,0.24536703809329866
2014-07-01,297.24616762668364,297.7770575666583,296.62237390092963,18813296.962576017,0.0015084375194324524,0.22156988212582068,0.22804385375748687
2014-08-01,298.0204217479818,300.15022206905104,299.40324418670866,18352737.12504641,0.00029014456273231885,0.16187779010388403,0.17036038911324486
2014-09-01,290.22926284377104,291.7239560982985,292.2385667420501,12102450.036038509,0.001708887069957273,0.2168040343865956,0.18988288048413138
2014-10-01,280.98598173700043,282.3639035333217,283.4804030050571,8844898.777823107,0.0008588003395165878,0.2554566127402332,0.23720706964520974
2015-03-01,277.14669479593164,277.31082578800783,277.0289737147236,10174104.135206629,0.0009291805700630528,0.32696813475173725,0.3268339145957444
2015-04-01,282.2812521879062,282.45699788787977,281.7600600978898,14341118.800225826,0.0030674236453210506,0.3690191339778549,0.364614060074015
