,t2m,stl1,stl2,ssr,tp,swvl1,swvl2
2010-03-01,275.08152885938733,275.8108906109001,275.59943293063225,9401959.977500128,0.001986648005159065,0.3894591220265936,0.3909186690814161
2010-04-01,281.5745952350762,281.46827351092105,280.9113926218284,13627756.177107537,0.0019607393349190053,0.37980494213851096,0.38135871373026026
2010-05-01,286.8366097215842,286.59540948745627,285.78770406383234,15187108.260573516,0.003033159611544095,0.3600997067404893,0.3558744157730744
2010-06-01,290.57674614526167,290.40958652683145,289.6299528301597,15182999.07003703,0.005470058560589638,0.3555244953030955,0.35521096309643146
2010-07-01,292.2836865517372,292.3458229406375,291.665469097043,16508428.277304668,0.003848873323234798,0.38462367084715876,0.3854677627605616
2010-08-01,293.28765342929023,293.370571405251,293.01554712818427,15465025.540398678,0.0016696604762854006,0.3199841064513117,0.3252140851164342
2010-09-01,286.7862983196103,287.31727816638255,287.63493325789733,11019833.313696066,0.0015711881217636088,0.32070283203408373,0.3129774590332983
2010-10-01,278.94438207818456,279.7944157054527,280.81367494509175,7146298.221867377,0.0014552851192313591,0.33648503500053206,0.32741204149281744
2011-03-01,275.49564120160755,275.3385706815538,274.83858800124335,11133547.873586193,0.0006816234727640835,0.3772160731780797,0.37647667205539864
2011-04-01,280.6093026402961,280.2887961826566,279.70293008616756,14221364.457668835,0.002275145159956877,0.3700929947489661,0.3725093113612424
2011-05-01,286.23982894987785,285.8819878776918,284.9774271321299,16959380.165917706,0.0027462321971105583,0.36171945658334853,0.36147877460599254
2011-06-01,289.94437117352516,289.893796435054,289.2389822431682,16673246.326686284,0.006213016946056663,0.3704244781384054,0.3688503581404204
2011-07-01,291.9464729083643,291.84334832691883,291.08037966629837,17485363.247703534,0.0025281007375088315,0.3528673651629391,0.3520151820368928
2011-08-01,291.8186125363186,291.8715660898123,291.4255857999184,16663088.905726839,0.0009657221305686127,0.29294810375472474,0.3058305949642262
2011-09-01,289.7224027090794,289.97685438476947,290.0289688601248,13383809.877050662,0.0004628058646613535,0.2122690851317476,0.2308457792453262
2011-10-01,280.08733800215725,280.9139992394485,282.0306733231102,8479321.421750508,0.0013520537178533104,0.2775334685316492,0.26428804983568
2012-03-01,274.7455270337366,274.01849636460406,273.85278793632995,10101149.52434463,0.0011615902675819031,0.3848558519564367,0.37976986940698376
